,PERIOD_START_TIME,SECTOR,REGION,RRC_SETUP_SR_ALL,RAB_EST_SR_CS,W2G_IRAT/IF_HO_SR,DROP_CALL_RATE,IF_HOSR,RAB_DROP_RATE_HSDPA,RAB_DROP_RATE_EUL,AVERAGE_UL_RSSI_DBM,RAB_SETUP_SUCC_RATE_PS,EUL_MAC_USER_THR_KBPS,HSDPA_MAC_HS_USER_THR_NET,PAGING_INTENSITY(PPS/CELL),3G_LOAD
0,2/27/2021,UH1270XA,R1,99.2116,99.9707,96.2121,0.2249,100.0,0.26,0.2081,-104.8267,99.6079,386.105982,1859.9608010000002,0,763.943130902325
1,2/27/2021,UH1105XC,R1,99.7449,99.9712,96.9136,0.0905,80.6452,0.2209,0.1889,-103.3033,99.7807,405.47205099999996,3039.3791899999997,0,648.192840716262
2,2/27/2021,UH1110XE,R1,99.8326,100.0,92.3077,0.0,70.5882,0.2372,0.2214,-105.62,99.7615,450.73415,2461.1219929999997,0,101.59685894459999
3,2/27/2021,UH1270XB,R1,99.3767,100.0,96.875,0.16399999999999998,100.0,0.1522,0.1131,-105.2233,99.8463,412.90384700000004,1860.6929670000002,0,456.971686329575
4,2/27/2021,UH1314XA,R8,99.8245,100.0,100.0,0.0,96.9349,0.09300000000000001,0.0904,-104.6033,99.84700000000001,522.681393,3431.016679,0,315.963251473062
5,2/27/2021,UH1325XA,R8,99.8545,99.9478,96.9697,0.1377,98.5019,0.127,0.1307,-101.0633,99.9258,405.877785,2282.091714,0,1118.14777603639
6,2/27/2021,UH1097XA,R1,99.906,100.0,100.0,0.0594,93.5484,0.0474,0.0439,-105.46,99.9553,541.9514730000001,3146.124294,0,710.594876794375
7,2/27/2021,UH1322XD,R8,99.8503,100.0,85.7143,0.0622,97.6449,0.2152,0.22,-104.7367,99.8399,384.874168,1802.02479,0,715.2450792860001
8,2/27/2021,UH1316XC,R8,99.86200000000001,100.0,100.0,0.0411,99.5652,0.0685,0.076,-101.09,99.9189,418.0728,2604.5583579999998,0,333.0156363993
9,2/27/2021,UH1097XC,R1,99.9207,100.0,97.7273,0.0458,100.0,0.0413,0.0368,-104.12,99.95,500.59272999999996,3037.4515,0,739.4430972256
10,2/27/2021,UH1321XB,R8,99.9188,99.98299999999999,100.0,0.0882,99.2537,0.08800000000000001,0.0866,-103.4233,99.8037,472.841284,2131.932438,0,587.8597668973
11,2/27/2021,UH1116XB,R1,97.8052,99.8891,100.0,0.0,87.5,0.1704,0.0955,-106.0067,99.3682,469.38114900000005,1691.769511,0,230.9900208019
12,2/27/2021,UH1307XC,R8,99.9172,100.0,100.0,0.1165,98.5507,0.0717,0.0621,-103.5133,99.9313,496.155539,2190.031786,0,628.3244672866
13,2/27/2021,UH1093XB,R1,99.9082,99.9819,100.0,0.0251,98.4615,0.1028,0.0957,-105.835,99.9099,546.991439,3181.706528,0,637.20634343755
14,2/27/2021,UH1324XA,R8,99.6355,99.9846,100.0,0.0521,98.961,0.0695,0.0712,-104.02,99.7608,410.535444,2308.649666,0,1355.88281050058
15,2/27/2021,UH1116XD,R1,99.1467,100.0,90.9091,0.2498,91.6667,0.2906,0.2151,-106.3033,99.8029,463.367565,2163.184684,0,340.310823057
16,2/27/2021,UH1307XF,R8,99.9337,100.0,100.0,0.1207,98.1891,0.0753,0.0733,-104.07,99.9076,316.113363,1052.85625,0,404.19738312167505
17,2/27/2021,UH1307XG,R8,99.7979,100.0,100.0,0.7292,99.5215,0.1479,0.1433,-105.15,99.2424,524.656321,2878.039894,0,137.379035421
18,2/27/2021,UH1194XB,R1,99.9036,99.9886,100.0,0.0666,100.0,0.047,0.0344,-103.8833,99.9608,469.019405,2518.2345219999997,0,934.047690526537
19,2/27/2021,UH1094XA,R1,99.74799999999999,100.0,100.0,0.0524,100.0,0.0839,0.0574,-105.08,99.8759,552.341499,2630.253214,0,322.9978272198
20,2/27/2021,UH1099XA,R1,99.7758,100.0,100.0,0.1002,98.2456,0.2221,0.2012,-101.9333,99.8949,439.34728099999995,1965.33767,0,716.8636273827499
21,2/27/2021,UH1109XD,R1,99.8887,99.978,96.4286,0.0581,88.8889,0.1533,0.1547,-103.1933,99.9205,677.351746,3338.2372,0,434.1696002632
22,2/27/2021,UH1123XB,R1,99.7029,99.9185,95.6204,0.0886,88.8889,0.3899,0.3421,-101.76,99.9151,366.85107400000004,2318.7301039999998,0,854.352960385
23,2/27/2021,UH1109XF,R1,99.8589,100.0,100.0,0.0,96.6292,0.1742,0.1659,-105.66,100.0,528.0281259999999,2044.387255,0,96.49704198877501
24,2/27/2021,UH1113XC,R1,99.7637,100.0,100.0,0.109,80.0,0.0396,0.0362,-105.4833,99.9527,569.827627,3113.395943,0,313.474520345825
25,2/27/2021,UH1289XC,R1,99.3577,100.0,50.0,0.1696,95.6522,0.1719,0.128,-106.16,99.84100000000001,355.348328,1901.1273879999999,0,249.89959246540002
26,2/27/2021,UH1309XB,R8,99.625,99.9809,100.0,0.1274,97.1545,0.0715,0.0692,-103.7233,99.8591,390.859099,2144.719312,0,715.4922745704131
27,2/27/2021,UH1099XG,R1,99.4418,99.9023,100.0,0.1502,95.4545,0.1772,0.11699999999999999,-104.67,99.8251,476.3146,2284.073209,0,88.40330740190001
28,2/27/2021,UH1114XB,R1,99.6108,100.0,100.0,0.17,92.8571,0.1757,0.1215,-105.345,99.4463,433.84256799999997,2234.880549,0,681.952965596362
29,2/27/2021,UH1362XD,R1,99.5026,99.9719,95.3642,0.3745,100.0,0.1502,0.1002,-105.4067,99.7224,419.729534,1417.1552179999999,0,423.96849857652495
30,2/27/2021,UH1105XA,R1,99.5583,99.9898,93.1476,0.0885,92.8571,0.2119,0.1869,-103.84,99.8567,454.01354699999996,2439.469413,0,862.31671169655
31,2/27/2021,UH1547XC,R1,99.5497,100.0,100.0,0.1149,100.0,0.0672,0.0442,-102.9033,99.8934,377.060902,1691.532661,0,838.054167917263
32,2/27/2021,UH1611XB,R8,99.8448,99.9789,100.0,0.0794,90.0,0.1185,0.1062,-102.4333,99.85,365.575996,2774.634177,0,644.4434939413
33,2/27/2021,UH1652XA,R1,99.3452,100.0,100.0,2.378,,0.3475,0.2376,-106.09,99.7736,424.75236500000005,1430.009824,0,145.950923326788
34,2/27/2021,UH1661XB,R1,99.7176,100.0,66.6667,0.0,93.75,0.2084,0.1133,-106.6933,99.9271,414.00037799999996,2913.592565,0,225.954061465212
35,2/27/2021,UH1543XA,R1,99.72,100.0,100.0,0.0583,100.0,0.1107,0.0954,-106.46,99.7416,524.874235,3201.5451789999997,0,349.471990267425
36,2/27/2021,UH1616XC,R8,99.9281,100.0,100.0,0.1912,98.913,0.0527,0.0366,-104.7833,99.9535,492.29391100000004,3528.435114,0,205.3632469695
37,2/27/2021,UH1612XB,R8,99.8315,100.0,100.0,0.3519,96.1165,0.0628,0.0526,-104.7333,99.6585,474.483133,3620.2130460000003,0,348.4630222568
38,2/27/2021,UH1616XF,R8,99.9344,100.0,100.0,0.0472,97.5104,0.0373,0.0165,-104.77,99.9658,431.37624900000003,1322.633795,0,283.2961529611
39,2/27/2021,UH1748XA,R8,99.8602,99.9708,100.0,0.1941,95.7958,0.2316,0.214,-104.72,99.7383,464.15439000000003,3417.724971,0,424.44024215580004
40,2/27/2021,UH1672XC,R1,99.8154,100.0,97.8723,0.0949,100.0,0.0516,0.0381,-104.74,99.8649,417.11411499999997,2291.1964399999997,0,751.769431530563
41,2/27/2021,UH1540XA,R1,99.9656,100.0,100.0,0.0,100.0,0.096,0.0967,-107.205,99.881,577.865544,3585.6247329999997,0,107.74896178969999
42,2/27/2021,UH1555XB,R1,99.8328,100.0,94.7368,0.1073,100.0,0.1319,0.0979,-106.24,99.9053,479.36240499999997,2397.818949,0,202.0052358727
43,2/27/2021,UH1567XA,R1,99.9214,100.0,80.0,0.0,100.0,0.0365,0.0366,-106.0133,100.0,573.393826,3275.5872440000003,0,297.260164939012
44,2/27/2021,UH1433XD,R1,99.4531,99.9814,100.0,0.1939,100.0,0.2198,0.1774,-104.6667,99.8766,283.674241,1524.907811,0,589.2710227940249
45,2/27/2021,UH1567XB,R1,99.6235,100.0,90.9091,0.1223,100.0,0.0223,0.0189,-104.93,99.9769,572.356608,3355.787228,0,523.010570452425
46,2/27/2021,UH1614XB,R8,99.823,100.0,100.0,0.0,97.8723,0.0656,0.0646,-104.0333,99.9288,538.351523,3115.7838239999996,0,310.9294936183
47,2/27/2021,UH1550XB,R1,99.5802,99.9861,84.6154,0.059000000000000004,96.0,0.2334,0.182,-102.1667,99.6693,417.649354,1977.7270620000002,0,727.8114715872
48,2/27/2021,UH1609XE,R8,99.6001,99.9604,100.0,0.1103,98.2517,0.2033,0.2359,-106.1,99.5798,405.526083,1229.7581699999998,0,175.1680299079
49,2/27/2021,UH1609XF,R8,99.7031,100.0,100.0,0.0,96.0289,0.0509,0.053,-105.08,99.844,480.927058,1879.264647,0,254.00322759830001
50,2/27/2021,UH1614XF,R8,99.9747,100.0,100.0,0.0,98.1132,0.0573,0.046,-106.15,99.9199,596.56212,3527.855871,0,125.2587430366
51,2/27/2021,UH1550XD,R1,99.5948,100.0,88.8889,0.1117,100.0,0.0579,0.0523,-105.1267,99.7568,485.342943,2313.991166,0,719.3531419075
52,2/27/2021,UH1609XG,R8,99.8847,100.0,100.0,0.0,99.375,0.0977,0.0675,-106.48,99.8563,504.47126,3602.344813,0,85.4020838357
53,2/27/2021,UH1744XB,R8,99.88600000000001,100.0,83.3333,0.1546,92.1474,0.0414,0.0364,-104.69,99.9013,399.913278,2419.014424,0,564.6742112923
54,2/27/2021,UH1537XD,R1,99.735,100.0,100.0,0.0,100.0,0.0497,0.0436,-106.27,99.9141,631.229749,3412.150123,0,116.130085819025
55,2/27/2021,UH1501XB,R1,99.1011,99.8824,100.0,2.0319,88.5714,0.319,0.1057,-106.295,98.4605,353.70479900000004,2074.848362,0,185.381516144563
56,2/27/2021,UH1542XB,R1,99.9174,100.0,97.9592,0.0945,95.8678,0.0768,0.0701,-103.9575,99.93299999999999,476.99208799999997,3090.0732989999997,0,779.8566085085
57,2/27/2021,UE5383XD,R7,99.2999,99.8952,88.4058,0.3599,55.25,0.2674,0.223,-102.1033,99.9214,341.383216,1595.448926,0,615.6785876434
58,2/27/2021,UE5440XC,R7,99.711,99.978,100.0,0.0846,78.5714,0.1224,0.1144,-97.4725,99.9237,450.72753200000005,2841.719121,0,412.9205827464
59,2/27/2021,UE5523XA,R7,99.5353,100.0,50.0,0.1443,86.25,2.0342,2.0551,-103.12,99.9762,479.46236100000004,2871.412703,0,600.4374150146
60,2/27/2021,UE5523XB,R7,99.1431,99.9572,100.0,0.2585,28.8462,0.5608,0.5235,-100.57,99.9336,338.796883,2031.4668370000002,0,465.665840571313
61,2/27/2021,UE5542XC,R7,99.7183,99.8449,100.0,0.1771,77.8,0.2447,0.2368,-99.3167,99.8764,398.450721,1892.6946890000002,0,1408.05804939203
62,2/27/2021,UH1010XE,R8,99.7704,100.0,100.0,0.0,100.0,0.0328,0.0305,-105.81,100.0,532.403096,1611.937097,0,87.9458844448
63,2/27/2021,UB0800ZB,R7,99.5838,100.0,100.0,0.0,88.0734,1.3367,1.401,-106.5625,99.3383,430.14770300000004,2629.9021390000003,0,34.016107226799996
64,2/27/2021,UB0814ZB,R7,99.7773,100.0,100.0,0.0,100.0,1.1616,1.12,-106.3475,99.3515,524.8347110000001,3385.1830640000003,0,24.5283116873
65,2/27/2021,UE2267XC,R8,99.8736,99.9891,98.2759,0.15,96.8142,0.2546,0.2479,-100.93,99.7418,416.465088,3079.463729,0,1402.0858624643
66,2/27/2021,UE5292XB,R7,99.5779,99.9762,100.0,0.0656,91.4712,0.071,0.0641,-100.86,99.8862,406.563263,2425.835299,0,1093.6819237567
67,2/27/2021,UE5299XA,R7,99.7263,99.9843,100.0,0.0856,72.6829,0.1294,0.1168,-101.0433,99.95200000000001,372.077262,2483.004636,0,682.4354093442
68,2/27/2021,UE5329XA,R7,99.7065,99.954,100.0,0.1268,89.2157,0.1512,0.1272,-99.6067,99.9084,297.45907900000003,2506.501687,0,1626.0003234278
69,2/27/2021,UH1087XB,R1,99.5284,99.8815,100.0,0.0,97.7778,0.0526,0.0474,-106.6325,99.7073,555.787848,3035.245734,0,106.9380229148
70,2/27/2021,UH1087XC,R1,99.12100000000001,99.9746,100.0,0.0664,93.9394,0.2664,0.2366,-105.6225,99.7025,455.930065,2331.4934550000003,0,451.6981953151
71,2/27/2021,UB0801ZA,R7,99.5881,100.0,100.0,14.5594,,3.6461,2.4174,-105.24,99.34299999999999,484.34522699999997,2847.9960079999996,0,30.995506151500003
72,2/27/2021,UB0801ZB,R7,99.5689,99.8243,100.0,11.2766,,3.5009,2.4965,-102.31,99.4325,499.442525,3999.839647,0,88.7360768842
73,2/27/2021,UE2284XC,R7,99.6385,99.9787,90.4762,0.2315,93.75,0.1592,0.1513,-99.18,99.90700000000001,334.569848,1501.9753269999999,0,2135.8878787113
74,2/27/2021,UE2327XB,R7,99.4761,99.9789,93.1034,0.0594,81.6976,0.0554,0.0556,-103.41,100.0,491.449772,4963.635754,0,516.8403807819001
75,2/27/2021,UE2334XB,R8,99.7572,100.0,100.0,0.1916,95.8944,0.5806,0.5304,-98.6867,99.9333,245.17734900000002,1292.5356689999999,0,1615.2474732189098
76,2/27/2021,UE5329XC,R7,99.4895,99.8703,100.0,0.281,95.5801,0.4549,0.4049,-97.37,99.8732,258.96792,962.930105,0,1876.121865586
77,2/27/2021,UE5462XC,R7,99.7234,99.8652,100.0,0.1991,80.4878,0.1575,0.1496,-99.45,99.9675,335.8628,2715.449501,0,766.9295435815
78,2/27/2021,UE5546XB,R8,99.2708,98.9172,100.0,0.722,92.1107,0.7422,0.6633,-95.3567,99.556,310.78979300000003,1468.012039,0,887.383830999088
79,2/27/2021,UE2145XB,R8,99.9051,99.9775,100.0,0.0497,96.9388,0.14800000000000002,0.1321,-102.8067,99.8479,496.24258499999996,3508.52859,0,945.4426284446629
80,2/27/2021,UE2153XA,R7,99.5486,99.9689,81.8182,0.3313,90.63600000000001,0.1997,0.1769,-98.6967,99.854,342.915185,1528.774637,0,1843.4664573746
81,2/27/2021,UE2236XA,R8,99.7362,100.0,100.0,0.0598,94.7368,0.0692,0.0625,-99.9633,99.9278,390.234992,3078.974964,0,1682.5429899554001
82,2/27/2021,UE2316XB,R8,99.8421,100.0,100.0,0.0,96.1268,0.0893,0.0762,-103.17,99.9347,496.73938200000003,3449.3532630000004,0,802.1590427192999
83,2/27/2021,UE5323XC,R7,99.8174,99.9758,88.8889,0.0285,78.0303,0.1698,0.1553,-100.59,99.8196,398.292058,2057.582273,0,1783.0904596559
84,2/27/2021,UE5387XA,R8,99.5812,99.8816,94.6429,0.3479,74.359,0.2127,0.1992,-104.1367,97.906,542.236858,1874.841291,0,549.2859780781
85,2/27/2021,UE6129XA,R8,99.9559,100.0,100.0,0.0288,100.0,0.1384,0.1568,-100.365,99.991,367.417256,1967.607548,0,570.2579564745
86,2/27/2021,UE5256XB,R8,99.49,99.9679,82.9268,0.1096,88.1119,0.3404,0.327,-98.0033,99.8002,449.474205,2056.019267,0,1109.2610479400998
87,2/27/2021,UE5341XB,R7,97.6331,99.9096,100.0,0.4392,89.5265,0.2347,0.3287,-94.6467,99.8289,298.243223,1772.0904870000002,0,1769.0395703494
88,2/27/2021,UE5551XA,R7,99.4951,99.9837,100.0,0.0872,93.8406,0.0607,0.0554,-100.56,99.9058,332.59793199999996,1894.184323,0,1418.2155526415
89,2/27/2021,UE6129XB,R8,99.4292,99.9888,85.1852,0.6336,13.3333,0.311,0.3528,-100.375,99.8215,259.46819500000004,1019.353864,0,1269.3640362136
90,2/27/2021,UH1059XB,R1,99.5156,99.9758,100.0,0.0344,100.0,0.099,0.087,-106.08,99.7613,506.509005,2574.986075,0,505.887673585838
91,2/27/2021,UH1060XC,R1,99.3729,99.8596,100.0,0.4184,,0.1633,0.0861,-102.435,99.7446,352.991859,2115.966993,0,364.02049178285006
92,2/27/2021,UE0069YA,R8,99.6552,99.9656,100.0,0.0485,86.2069,0.4448,0.3864,-104.65,99.4667,451.007216,3019.047297,0,268.9177419171
93,2/27/2021,UE2153XC,R7,99.8009,99.9861,100.0,0.2359,95.4331,0.1813,0.1601,-99.6833,99.9096,380.95178300000003,1703.202088,0,1500.7972905165802
94,2/27/2021,UE2323XA,R7,99.3661,99.979,90.625,0.1873,88.8374,0.235,0.1985,-92.5467,99.9244,219.572031,1418.277277,0,2317.17715445385
95,2/27/2021,UE5294XA,R7,99.4309,99.8905,90.9091,0.6056,93.1408,0.3358,0.3027,-103.51,99.7929,403.474291,2551.122652,0,424.17844863010004
96,2/27/2021,UE5341XC,R7,99.6357,99.9591,100.0,0.1465,95.9799,0.1282,0.1411,-97.8867,99.9229,352.669258,1688.522411,0,1743.2688507241
97,2/27/2021,UE5606XC,R7,99.8786,99.7653,100.0,0.1133,80.0,0.2908,0.2924,-102.5,99.9461,430.38239400000003,3015.9597,0,217.03855519959998
98,2/27/2021,UE6130XA,R8,99.8446,99.9739,75.0,0.2036,28.5714,0.7497,0.7576,-93.455,99.7834,284.17613900000003,279.56992599999995,0,1320.90043320073
99,2/27/2021,UH1018XD,R1,99.4863,100.0,100.0,0.0,81.8182,0.3642,0.315,-105.8567,99.5965,466.843387,1588.099325,0,210.71886747112498
100,2/27/2021,UB0315ZA,R7,99.8414,100.0,100.0,0.1148,100.0,0.5609,0.5811,-105.29,99.9216,442.504503,3234.700717,0,103.4228328392
101,2/27/2021,UE2323XB,R7,99.7894,100.0,98.2456,0.126,83.6719,0.2131,0.1894,-98.9233,99.8471,306.475525,2155.400486,0,1320.96435627405
102,2/27/2021,UE5312XB,R7,99.3496,99.8308,100.0,0.2526,90.4762,0.2052,0.1909,-96.5867,99.9259,251.93827000000002,1073.2510300000001,0,1509.5725488555302
103,2/27/2021,UH0056XB,R1,99.6835,100.0,100.0,0.0,93.0556,0.4831,0.3777,-104.33,99.4317,454.12796900000006,1950.083273,0,264.50875972259996
104,2/27/2021,UH0056XC,R1,99.6848,100.0,100.0,0.1527,91.8919,0.5736,0.3926,-105.49,99.8239,406.557108,2020.268752,0,137.07315358649998
105,2/27/2021,UH1065XB,R1,99.9031,100.0,95.6522,0.0251,100.0,0.0927,0.0873,-103.9667,99.9517,482.385008,2666.0943429999998,0,560.5849438736631
106,2/27/2021,UH1066XA,R1,99.7479,100.0,100.0,0.0,75.0,0.1807,0.1253,-99.5733,99.8507,440.080844,3356.7103469999997,0,267.812692932925
107,2/27/2021,UE2270XC,R7,99.8532,99.9843,100.0,0.0322,80.3754,0.1116,0.1037,-100.4633,99.958,420.70958099999996,1597.711651,0,1354.3332275221
108,2/27/2021,UE5284XA,R7,99.6356,99.9566,100.0,0.0726,99.0689,0.1781,0.184,-98.8333,99.96799999999999,362.357977,2402.715784,0,1662.6329101766
109,2/27/2021,UE5306XB,R7,99.5071,100.0,100.0,0.2263,89.016,0.0948,0.0896,-102.37,99.9347,482.664159,2913.6877280000003,0,751.6920443707
110,2/27/2021,UE5318XC,R7,99.2439,99.9294,100.0,0.3321,98.5455,0.1962,0.1807,-101.04,99.9217,390.580481,2057.543603,0,737.0088015328
111,2/27/2021,UE6130XC,R8,99.7808,99.9564,100.0,0.271,22.5806,0.8398,0.8123,-93.59,99.7113,279.72362999999996,474.13890499999997,0,1443.6308272754998
112,2/27/2021,UE2259XB,R8,99.6568,100.0,85.7143,0.1059,95.4751,0.2438,0.2265,-102.4533,99.9115,425.707658,2368.939548,0,464.1303123639
113,2/27/2021,UH0016XB,R1,99.7119,100.0,100.0,0.0,60.0,0.1185,0.1192,-106.55,99.8968,506.556819,3679.798347,0,109.3807740458
114,2/27/2021,UH1021XC,R8,99.8325,100.0,100.0,0.2525,93.617,0.1401,0.1325,-105.8675,99.3062,490.06152099999997,3637.51264,0,116.24685716219999
115,2/27/2021,UE1942XD,R8,99.5827,99.97200000000001,78.5714,0.2631,67.1875,0.7697,0.7604,-101.5567,99.8588,311.528076,1329.480738,0,1209.2915265861
116,2/27/2021,UE5319XB,R7,99.8519,99.9561,100.0,0.0908,99.0741,0.1278,0.111,-101.9233,99.9539,469.49250199999994,2090.4172949999997,0,562.64567315
117,2/27/2021,UH1078XA,R1,99.3776,100.0,96.0,0.1724,83.6066,0.1179,0.086,-105.29,99.7288,422.26643099999995,1794.955736,0,561.4667164793
118,2/27/2021,UH1078XD,R1,99.7618,99.9842,99.0164,0.0674,88.0309,0.0939,0.0675,-101.0133,99.95200000000001,336.902864,1533.840831,0,1431.84149132615
119,2/27/2021,UB0330ZB,R8,98.9289,100.0,50.0,0.1319,88.6792,2.1225,1.8474,-107.91,98.4038,385.498688,1918.722963,0,96.47115474379999
120,2/27/2021,UE2156XA,R8,99.7793,100.0,100.0,0.0248,92.1635,0.1152,0.1089,-102.745,99.88799999999999,378.81944500000003,1862.8099109999998,0,692.3520975892
121,2/27/2021,UE5295XC,R7,99.4211,99.8549,86.6667,0.3823,76.0479,0.5939,0.4461,-95.7467,99.6787,296.02176099999997,1667.6799859999999,0,1678.7024495929902
122,2/27/2021,UE5458XA,R7,99.6482,100.0,100.0,0.1181,92.4915,0.083,0.0782,-99.8833,99.6855,399.145404,2099.936132,0,1164.1474544301
123,2/27/2021,UE5535XC,R7,99.6402,100.0,96.0,0.1183,99.2523,0.1305,0.1174,-104.3,99.8927,445.180153,2968.108173,0,797.4154625962
124,2/27/2021,UE5009XC,R7,99.8001,100.0,90.9091,0.0481,98.0769,0.2522,0.2303,-103.8633,99.8977,396.501311,1984.6188899999997,0,958.488989678363
125,2/27/2021,UE5285XB,R7,99.1591,99.986,100.0,0.2241,87.9121,0.2358,0.2164,-98.8033,99.9255,416.862952,2976.722255,0,907.4687789280999
126,2/27/2021,UE5467XC,R7,99.7113,99.9617,93.3333,0.1077,78.42399999999999,0.142,0.1299,-97.8433,99.8772,272.302943,1753.6527760000001,0,1569.17606514216
127,2/27/2021,UE5557XC,R7,99.6046,100.0,100.0,0.0,99.1453,0.0268,0.0272,-103.68,99.8205,369.03499500000004,2520.36342,0,109.85523231040001
128,2/27/2021,UH0018XB,R1,99.921,100.0,100.0,0.0,100.0,0.069,0.0508,-105.695,99.9389,459.85478099999995,2751.575934,0,409.3195299424
129,2/27/2021,UE2325XB,R7,99.8361,99.9632,88.8889,0.0498,86.5672,0.0633,0.0626,-101.2167,100.0,402.499006,2812.091586,0,1033.9400609814
130,2/27/2021,UE2331XB,R8,99.8314,99.9651,100.0,0.0176,98.6486,0.0539,0.0617,-102.12,99.9562,391.81485699999996,3216.651958,0,1103.2686404246
131,2/27/2021,UE5243XC,R7,99.5393,99.9417,100.0,0.2626,88.7097,0.3537,0.3171,-98.3067,99.8922,300.26757799999996,1719.004298,0,1156.0186839548
132,2/27/2021,UE5458XC,R7,99.8428,99.9905,100.0,0.1071,86.62700000000001,0.10400000000000001,0.08800000000000001,-101.3233,99.9716,488.13989699999996,2267.536073,0,1105.3593352569
133,2/27/2021,UE6006XB,R7,99.6721,99.9875,100.0,0.0831,97.59700000000001,0.1607,0.1431,-102.2233,99.8254,449.819545,1948.88375,0,962.001149812838
134,2/27/2021,UH0037XC,R1,99.5663,99.9515,95.1613,0.1623,96.3009,0.7149,0.6574,-103.715,99.8803,306.042031,1731.515847,0,522.04776586305
135,2/27/2021,UE5328XA,R7,99.7371,99.9872,100.0,0.2133,96.6507,0.2618,0.2459,-101.1233,99.904,322.32802599999997,2142.832266,0,1101.8311963074
136,2/27/2021,UE6006XC,R7,99.0668,99.8427,100.0,0.2167,93.2011,0.4406,0.3949,-103.1667,99.8042,325.843842,1013.8653810000001,0,492.2315045693
137,2/27/2021,UH1054XA,R1,99.647,100.0,100.0,0.1776,100.0,0.0482,0.0484,-105.8867,99.7088,549.198391,2935.04783,0,299.621264967412
138,2/27/2021,UE2233XB,R8,99.8037,99.8224,92.8571,0.2234,97.9058,0.2187,0.2008,-102.0633,99.7326,369.76292,2011.944093,0,980.0659854825999
139,2/27/2021,UE5286XB,R7,99.5414,99.99,100.0,0.1115,71.2644,0.2691,0.2594,-101.7,99.9386,385.976387,2464.959139,0,1000.5300777173
140,2/27/2021,UH1091XD,R1,99.8247,99.9795,100.0,0.0587,100.0,0.1664,0.1312,-106.0733,99.8604,424.504271,1878.321237,0,493.962280028275
141,2/27/2021,UE2301XC,R8,99.4512,99.9808,100.0,0.1062,81.7778,0.1418,0.1383,-103.3333,99.8211,479.66888200000005,3274.9406010000002,0,601.6584823885
142,2/27/2021,UE5298XB,R7,99.4538,99.9861,80.0,0.098,71.4286,0.1174,0.1103,-101.3467,99.9438,361.030532,2911.960409,0,912.8171788300999
143,2/27/2021,UE5310XA,R7,99.5299,100.0,0.0,0.098,84.8684,0.134,0.1392,-101.0,99.9218,432.800987,2441.37407,0,753.1732532430749
144,2/27/2021,UH1060XB,R1,99.2119,99.7001,87.5,0.5263,0.0,0.1734,0.1118,-104.095,99.1686,388.304709,1695.986032,0,249.789799344062
145,2/27/2021,UH1065XC,R1,99.9045,100.0,100.0,0.0396,100.0,0.0514,0.0458,-101.3833,99.9594,445.767347,2562.067911,0,909.549846036938
146,2/27/2021,UE5315XB,R7,99.8264,99.9243,100.0,0.2555,83.87100000000001,0.059000000000000004,0.055,-101.9967,99.9905,425.89732699999996,2865.415887,0,871.6861045868
147,2/27/2021,UH1944XB,R1,99.7843,99.9802,96.1538,0.1223,94.0299,0.0955,0.0863,-104.04,99.8254,398.557144,1555.7366949999998,0,1168.5770830276101
148,2/27/2021,UH1994XC,R1,99.8956,100.0,100.0,0.0,100.0,0.06,0.0536,-103.8833,99.9151,448.981267,2529.41363,0,849.67908112795
149,2/27/2021,UH1855XA,R1,99.7583,100.0,100.0,0.0,100.0,0.0583,0.0419,-105.8333,99.9128,537.719917,3334.593008,0,175.72533236475
150,2/27/2021,UH1944XC,R1,99.0428,99.9734,97.3684,0.0362,100.0,0.0494,0.0373,-105.6367,99.7118,497.589217,3206.114394,0,515.00917675345
151,2/27/2021,UH1995XA,R1,99.74700000000001,100.0,100.0,0.0415,58.3333,0.1708,0.1445,-103.57,99.9098,377.173811,1943.6117350000002,0,1004.5354185873599
152,2/27/2021,UH1855XC,R1,99.6039,99.96799999999999,100.0,0.109,100.0,0.111,0.0859,-103.62,99.8639,473.884171,3219.5179420000004,0,722.4385223319999
153,2/27/2021,UH1877XA,R8,99.8635,99.96700000000001,100.0,0.063,98.2507,0.1314,0.1236,-103.55,99.9615,398.06296299999997,3022.7278109999997,0,761.86536871325
154,2/27/2021,UH1983XC,R1,99.5898,100.0,98.0769,0.0852,97.5,0.2025,0.1782,-102.92,99.7519,492.79350300000004,2128.3512760000003,0,603.756991102788
155,2/27/2021,UH1995XB,R1,99.6682,99.9913,97.0588,0.0365,98.8095,0.1767,0.1525,-102.77,99.9051,342.310306,1782.0452510000002,0,1331.3325229045802
156,2/27/2021,UH2133XA,R8,99.8578,100.0,100.0,0.0733,96.9986,0.1689,0.1702,-101.7933,99.8637,394.727845,999.120309,0,1118.2255326642999
157,2/27/2021,UH1873XA,R8,99.9062,100.0,90.0,0.0939,95.7507,0.1291,0.1358,-103.55,99.8625,370.937337,1407.625402,0,931.2653413611
158,2/27/2021,UH2134XB,R8,99.7648,99.985,100.0,0.0193,98.4977,0.1777,0.183,-103.5267,99.9543,448.918225,2245.154763,0,875.4871007089
159,2/27/2021,UH2134XC,R8,99.8626,99.9763,100.0,0.1336,96.686,0.2262,0.2123,-101.2367,99.7996,386.91252799999995,1826.649479,0,974.000271349188
160,2/27/2021,UH2138XA,R8,99.6579,100.0,78.9474,0.0585,93.8429,0.0914,0.0807,-103.8433,99.8253,319.04875,1247.502275,0,856.3165623481
